id,umsatz
1808011,157.98524
1808021,162.37775
1808031,168.59312
1808041,165.74057
1808051,159.79202
1808061,154.22775
1808071,161.29996
1808081,160.31232
1808091,163.2893
1808101,160.64761
1808111,159.6467
1808121,153.98184
1808131,154.36653
1808141,151.79422
1808151,156.2547
1808161,160.29762
1808171,163.34949
1808181,161.00928
1808191,162.7258
1808201,147.67285
1808211,148.49203
1808221,151.52039
1808231,156.20924
1808241,157.80003
1808251,159.46858
1808261,148.7677
1808271,143.14566
1808281,146.55075
1808291,145.82475
1808301,167.65775
1808311,159.04675
1809011,142.99611
1809021,109.999054
1809031,141.29437
1809041,141.1761
1809051,141.38678
1809061,144.55112
1809071,143.66843
1809081,138.08334
1809091,115.0245
1809101,137.83015
1809111,137.14813
1809121,136.90352
1809131,139.87984
1809141,143.63623
1809151,137.67487
1809161,119.94232
1809171,128.35052
1809181,128.87117
1809191,129.52805
1809201,131.97787
1809211,141.55907
1809221,149.80914
1809231,137.39954
1809241,135.5623
1809251,133.40176
1809261,150.17758
1809271,149.24484
1809281,154.44817
1809291,176.86086
1809301,175.55017
1810011,133.8387
1810021,133.58783
1810031,137.66577
1810041,137.1147
1810051,143.78813
1810061,134.72562
1810071,122.504654
1810081,133.11043
1810091,135.36684
1810101,138.2103
1810111,141.27905
1810121,142.99277
1810131,133.76595
1810141,128.04082
1810151,136.42224
1810161,135.4256
1810171,137.85475
1810181,135.65639
1810191,135.40572
1810201,133.77554
1810211,128.60512
1810221,129.38034
1810231,127.74331
1810241,129.01425
1810251,136.43321
1810261,142.3042
1810271,166.60544
1810281,152.97455
1810291,151.62805
1810301,148.87326
1811011,126.6747
1811021,130.16316
1811031,119.02628
1811041,116.52534
1811051,121.01716
1811061,119.75736
1811071,125.08878
1811081,124.028145
1811091,123.925224
1811101,130.79233
1811111,123.430435
1811121,118.83163
1811131,118.16297
1811141,118.19292
1811151,122.928856
1811161,126.49215
1811171,124.9178
1811181,125.05468
1811191,115.91686
1811201,114.8417
1811211,115.003075
1811221,123.808685
1811231,128.91618
1811241,137.45338
1811251,154.34462
1811261,126.61601
1811271,135.01935
1811281,145.70663
1811291,181.69672
1811301,160.47992
1812011,125.26027
1812021,116.775566
1812031,116.89449
1812041,117.77822
1812051,115.6061
1812061,116.59196
1812071,122.04801
1812081,127.39112
1812091,123.62066
1812101,112.024025
1812111,112.401695
1812121,112.69645
1812131,113.46079
1812141,116.432846
1812151,118.39541
1812161,113.83165
1812171,108.42254
1812181,110.69593
1812191,111.27502
1812201,111.739716
1812211,121.67911
1812221,132.96587
1812231,137.52426
1812241,128.65492
1812271,164.58961
1812281,182.0242
1812291,208.79922
1812301,189.34851
1812311,136.49179
1901021,107.05614
1901031,106.66944
1901041,113.4444
1901051,114.4113
1901061,98.210915
1901071,90.79706
1901081,97.744064
1901091,104.90975
1901101,104.656456
1901111,114.14773
1901121,119.94898
1901131,126.025536
1901141,101.8561
1901151,97.47231
1901161,101.11097
1901171,109.88874
1901181,116.77732
1901191,114.73768
1901201,82.96453
1901211,117.994896
1901221,122.49603
1901231,145.41801
1901241,178.00908
1901251,184.56322
1901261,169.48692
1901271,177.11766
1901281,149.84766
1901291,162.81055
1901301,177.86923
1901311,199.0187
1902011,115.72346
1902021,120.12299
1902031,68.35294
1902041,96.188095
1902051,98.099724
1902061,104.2799
1902071,108.28712
1902081,116.193794
1902091,127.09426
1902101,98.29078
1902111,103.545395
1902121,104.20701
1902131,104.67152
1902141,112.18746
1902151,115.02165
1902161,124.7255
1902171,86.04259
1902181,96.68364
1902191,112.45219
1902201,116.91035
1902211,133.20508
1902221,149.82867
1902231,161.67159
1902241,96.79951
1902251,104.15931
1902261,108.69809
1902271,114.45044
1902281,171.64067
1903011,116.914345
1903021,121.57659
1903031,99.7051
1903041,102.33311
1903051,108.42756
1903061,106.701164
1903071,121.39908
1903081,131.86763
1903091,136.22498
1903101,99.33309
1903111,101.29583
1903121,108.48692
1903131,114.423805
1903141,119.20311
1903151,136.56752
1903161,143.70111
1903171,135.51173
1903181,118.60676
1903191,114.26372
1903211,146.80597
1903221,147.57553
1903231,178.52788
1903241,160.56342
1903251,159.44778
1903261,183.59729
1903271,195.62753
1903281,190.68892
1903291,194.53635
1903301,176.9641
1903311,189.42331
1904011,109.46075
1904021,108.73789
1904041,117.24857
1904051,121.39776
1904061,116.432724
1904071,91.83042
1904081,113.14457
1904091,118.11387
1904101,123.18124
1904111,117.37858
1904121,126.36624
1904131,135.3536
1904141,131.81247
1904151,114.51844
1904161,120.459145
1904171,121.39019
1904181,125.34878
1904201,121.5861
1904211,109.32764
1904221,114.09647
1904231,123.54979
1904241,116.07378
1904251,119.04752
1904261,166.13803
1904271,163.88553
1904281,191.13219
1904291,137.48859
1904301,150.79141
1905021,124.30831
1905031,129.07848
1905041,126.05587
1905051,116.58033
1905061,114.422264
1905071,118.13178
1905081,125.912895
1905091,131.32462
1905101,134.16185
1905111,116.02151
1905121,112.501305
1905131,117.923195
1905141,125.71143
1905151,124.412605
1905161,143.9538
1905171,156.7653
1905181,140.29626
1905191,149.92224
1905201,125.751305
1905211,148.86447
1905221,165.80554
1905231,156.53964
1905241,166.26877
1905251,198.0551
1905261,196.66313
1905271,172.22623
1905281,185.3316
1905291,180.94843
1905301,212.83481
1905311,216.20247
1906011,143.35733
1906021,112.66445
1906031,132.54898
1906041,128.68927
1906051,137.50665
1906061,139.63574
1906071,134.10544
1906081,142.92776
1906091,127.718834
1906101,124.85707
1906111,130.13855
1906121,133.06076
1906131,133.78564
1906141,147.86734
1906151,155.90546
1906161,144.27052
1906171,126.371735
1906181,134.55426
1906191,134.51872
1906201,155.12454
1906211,173.01886
1906221,171.15643
1906231,160.06259
1906241,155.17764
1906251,140.52957
1906261,157.6327
1906271,216.64198
1906281,176.49185
1906291,172.72067
1906301,183.67056
1907011,137.5967
1907021,131.75438
1907031,140.26306
1907041,143.46024
1907051,149.62987
1907061,152.76996
1907071,142.6707
1907081,134.14944
1907091,138.82251
1907111,147.23505
1907121,156.0714
