id,umsatz
1808011,151.43456
1808021,152.15181
1808031,153.94943
1808041,157.20651
1808051,121.534164
1808061,144.75134
1808071,139.00728
1808081,145.1031
1808091,153.06361
1808101,152.9273
1808111,152.31871
1808121,117.02433
1808131,139.16068
1808141,144.76613
1808151,147.21236
1808161,145.90623
1808171,150.31218
1808181,153.98282
1808191,116.218506
1808201,136.45518
1808211,137.00407
1808221,138.52373
1808231,139.58601
1808241,145.56035
1808251,145.72575
1808261,85.840355
1808271,131.31543
1808281,130.89977
1808291,128.6392
1808301,136.10457
1808311,133.29202
1809011,137.03291
1809021,85.71539
1809031,133.94385
1809041,129.79039
1809051,128.48314
1809061,127.55201
1809071,132.21788
1809081,132.40852
1809091,90.50572
1809101,131.08937
1809111,127.212395
1809121,124.82389
1809131,125.37516
1809141,126.54302
1809151,128.34608
1809161,89.13082
1809171,122.19765
1809181,122.67988
1809191,122.91618
1809201,123.1164
1809211,126.44366
1809221,126.556114
1809231,94.58647
1809241,118.10347
1809251,120.58269
1809261,123.76152
1809271,124.4042
1809281,123.8426
1809291,132.51909
1809301,95.93041
1810011,131.2683
1810021,125.73847
1810031,124.64733
1810041,129.35832
1810051,132.86885
1810061,128.2229
1810071,100.429634
1810081,130.46649
1810091,132.03664
1810101,127.28628
1810111,128.64769
1810121,134.31844
1810131,129.1424
1810141,97.27001
1810151,134.35094
1810161,133.37968
1810171,129.58617
1810181,120.3643
1810191,122.08848
1810201,125.31547
1810211,94.049065
1810221,119.583176
1810231,122.14933
1810241,119.3317
1810251,122.90867
1810261,122.32734
1810271,122.54244
1810281,96.16223
1810291,117.77295
1810301,120.814995
1811011,117.90049
1811021,118.312614
1811031,118.98698
1811041,116.13389
1811051,122.18174
1811061,114.81008
1811071,113.72014
1811081,115.86873
1811091,114.7782
1811101,120.755424
1811111,99.63564
1811121,120.39757
1811131,116.35673
1811141,113.00243
1811151,113.57084
1811161,113.55822
1811171,117.15271
1811181,106.13368
1811191,114.07459
1811201,114.300285
1811211,111.46787
1811221,111.24955
1811231,112.149086
1811241,118.31139
1811251,102.125946
1811261,114.97742
1811271,115.10105
1811281,109.708855
1811291,125.08985
1811301,116.46451
1812011,114.41873
1812021,102.276764
1812031,114.50479
1812041,106.980515
1812051,106.24143
1812061,108.88445
1812071,111.259445
1812081,115.588394
1812091,89.70424
1812101,108.647896
