id,umsatz
1808011,150.77448
1808021,152.71503
1808031,154.55136
1808041,151.87988
1808051,123.37388
1808061,149.01558
1808071,155.01971
1808081,155.3984
1808091,154.49072
1808101,147.54596
1808111,147.4617
1808121,118.866585
1808131,149.87473
1808141,147.70552
1808151,149.71422
1808161,151.26686
1808171,149.62903
1808181,148.25285
1808191,119.55819
1808201,141.0104
1808211,141.72853
1808221,145.81226
1808231,144.91241
1808241,142.83298
1808251,139.7825
1808261,115.97302
1808271,134.91397
1808281,136.74747
1808291,137.58572
1808301,139.75998
1808311,138.3036
1809011,133.16557
1809021,101.766426
1809031,137.73257
1809041,136.14859
1809051,136.49333
1809061,136.01357
1809071,140.29124
1809081,133.23956
1809091,103.00253
1809101,134.21057
1809111,135.81433
1809121,134.57959
1809131,132.36713
1809141,132.40652
1809151,134.42307
1809161,106.43348
1809171,129.40681
1809181,130.38243
1809191,131.08716
1809201,131.53802
1809211,136.0257
1809221,138.65894
1809231,105.723724
1809241,133.32166
1809251,130.65991
1809261,135.28485
1809271,134.87424
1809281,134.94176
1809291,141.36261
1809301,119.15137
1810011,132.64316
1810021,133.13118
1810031,132.37001
1810041,137.68999
1810051,135.37466
1810061,125.87939
1810071,99.8767
1810081,132.56421
1810091,132.3121
1810101,131.35547
1810111,132.26636
1810121,135.36604
1810131,134.45346
1810141,105.75788
1810151,133.20688
1810161,135.1238
1810171,132.11652
1810181,131.86946
1810191,130.8712
1810201,135.20311
1810211,109.272316
1810221,131.47894
1810231,136.25139
1810241,131.98312
1810251,135.7078
1810261,134.91068
1810271,148.87064
1810281,123.61988
1810291,144.90532
1810301,140.03874
1811011,123.05475
1811021,124.383484
1811031,115.55079
1811041,95.68496
1811051,122.11279
1811061,118.90779
1811071,120.591675
1811081,122.685745
1811091,121.42225
1811101,123.18952
1811111,100.05544
1811121,118.79722
1811131,118.95182
1811141,118.12374
1811151,121.83708
1811161,123.16686
1811171,127.60762
1811181,113.47222
1811191,123.28715
1811201,121.898674
1811211,121.016624
1811221,125.521866
1811231,129.63531
1811241,134.90103
1811251,127.46249
1811261,126.83332
1811271,135.64743
1811281,131.27846
1811291,159.03703
1811301,139.93478
1812011,119.065636
1812021,97.22814
1812031,123.248344
1812041,119.96975
1812051,114.57441
1812061,118.5689
1812071,124.040596
1812081,125.77317
1812091,113.311455
1812101,119.54461
1812111,117.427536
1812121,119.13088
1812131,118.795105
1812141,121.16169
1812151,120.85933
1812161,108.1347
1812171,112.975
1812181,116.31811
1812191,118.89575
1812201,117.650375
1812211,123.326515
1812221,129.65363
1812231,115.429474
1812241,128.36142
1812271,144.35284
1812281,156.04321
1812291,192.14035
1812301,146.33298
1812311,425.3459
1901021,114.9117
1901031,105.19233
1901041,108.78614
1901051,112.63964
1901061,90.96192
1901071,104.897
1901081,107.97471
1901091,115.950905
1901101,104.16526
1901111,117.030174
1901121,119.39576
1901131,117.43357
1901141,112.996346
1901151,125.95596
1901161,123.66905
1901171,128.25092
1901181,112.34847
1901191,118.74336
1901201,102.55841
1901211,148.35706
1901221,146.53406
1901231,151.40353
1901241,203.12589
1901251,216.66003
1901261,186.69098
1901271,200.99057
1901281,198.73209
1901291,202.57417
1901301,216.25739
1901311,251.95518
1902011,105.41969
1902021,104.48831
1902031,90.30462
1902041,107.08573
1902051,105.32411
1902061,105.94245
1902071,106.80247
1902081,112.15394
1902091,123.476494
1902101,95.76015
1902111,110.38361
1902121,113.18948
1902131,123.88537
1902141,115.17449
1902151,115.7472
1902161,121.31159
1902171,97.00446
1902181,112.30352
1902191,153.11589
1902201,149.98341
1902211,156.75237
1902221,146.84177
1902231,168.7325
1902241,115.67882
1902251,148.01465
1902261,144.7446
1902271,152.20563
1902281,191.7893
1903011,105.439575
1903021,106.85096
1903031,99.89773
1903041,114.16774
1903051,111.16387
1903061,109.449646
1903071,121.86981
1903081,130.54614
1903091,131.17737
1903101,101.674385
1903111,116.10207
1903121,126.096016
1903131,131.90396
1903141,131.28893
1903151,144.63048
1903161,142.3909
1903171,130.7213
1903181,162.17421
1903191,143.44531
1903211,170.11264
1903221,173.6331
1903231,176.11041
1903241,167.42038
1903251,182.94397
1903261,222.79234
1903271,261.64136
1903281,241.25085
1903291,216.69449
1903301,181.12096
1903311,223.05429
1904011,113.05575
1904021,114.915306
1904041,118.383125
1904051,118.74934
1904061,121.31315
1904071,95.401375
1904081,113.8281
1904091,111.555626
1904101,111.37456
1904111,118.542625
1904121,119.25839
1904131,130.44809
1904141,118.54905
1904151,116.6301
1904161,115.55366
1904171,117.7445
1904181,122.21051
1904201,123.43347
1904211,103.03352
1904221,126.71663
1904231,132.00679
1904241,132.04564
1904251,129.11884
1904261,164.44113
1904271,157.5575
1904281,223.70328
1904291,175.4053
1904301,183.2438
1905021,125.083145
1905031,127.876884
1905041,128.05775
1905051,109.332794
1905061,126.75149
1905071,122.168846
1905081,126.94471
1905091,130.55809
1905101,130.52214
1905111,126.54365
1905121,109.54191
1905131,124.54278
1905141,129.94489
1905151,124.492485
1905161,137.54285
1905171,140.29129
1905181,134.41306
1905191,110.81379
1905201,135.45367
1905211,154.36166
1905221,153.50417
1905231,144.03088
1905241,140.41524
1905251,178.10945
1905261,174.68047
1905271,190.20363
1905281,204.18936
1905291,172.147
1905301,223.9483
1905311,245.87665
1906011,132.00995
1906021,97.01319
1906031,153.4019
1906041,137.18486
1906051,139.87485
1906061,134.74258
1906071,133.53331
1906081,135.41689
1906091,107.82458
1906101,138.54538
1906111,134.91104
1906121,136.09314
1906131,130.9325
1906141,138.3831
1906151,140.57166
1906161,109.292274
1906171,135.84721
1906181,148.73083
1906191,135.42213
1906201,145.65555
1906211,148.708
1906221,256.10895
1906231,157.51892
1906241,245.19922
1906251,216.73584
1906261,198.60289
1906271,970.3709
1906281,215.24817
1906291,202.51682
1906301,767.84125
1907011,151.08633
1907021,138.94809
1907031,142.27283
1907041,142.49136
1907051,143.4299
1907061,139.34924
1907071,119.3845
1907081,136.2157
1907091,137.78888
1907111,143.07275
1907121,145.19946
1907131,140.8842
1907141,114.80094
1907151,137.24916
1907161,137.56763
1907171,135.33774
1907181,145.15681
1907191,147.77763
1907201,147.45891
1907211,131.12912
1907221,149.10397
1907231,140.40396
1907241,141.96132
1907251,151.7564
1907261,146.10077
1907271,151.91968
1907281,122.643074
1907291,177.38245
1907301,188.83931
1808012,462.70844
1808022,511.19687
1808032,555.72217
1808042,598.972
1808052,615.81195
1808062,452.0979
1808072,495.45346
1808082,515.4212
1808092,510.34747
1808102,415.466
1808112,450.51923
1808122,565.64886
1808132,467.41986
1808142,474.3059
