id,umsatz
1808011,151.78824
1808021,154.35791
1808031,155.37643
1808041,153.19931
1808051,125.39346
1808061,150.17844
1808071,151.77551
1808081,155.4292
1808091,155.95476
1808101,150.81096
1808111,150.81396
1808121,117.74339
1808131,152.72107
1808141,153.14143
1808151,154.43887
1808161,155.19438
1808171,154.84036
1808181,156.1301
1808191,122.037254
1808201,151.85503
1808211,148.49586
1808221,152.3472
1808231,153.65248
1808241,150.28813
1808251,148.33002
1808261,105.42882
1808271,146.27676
1808281,146.46033
1808291,145.17117
1808301,145.6171
1808311,148.51118
1809011,142.48566
1809021,99.497856
1809031,141.9436
1809041,140.506
1809051,140.40846
1809061,143.43683
1809071,141.81686
1809081,137.51083
1809091,96.29416
1809101,137.8609
1809111,133.93918
1809121,132.33694
1809131,138.0819
1809141,138.5852
1809151,139.61449
1809161,96.30893
1809171,132.70271
1809181,134.90256
1809191,135.16794
1809201,135.13565
1809211,139.46594
1809221,142.95117
1809231,94.55338
1809241,131.56787
1809251,130.82175
1809261,137.74307
1809271,133.31218
1809281,135.79294
1809291,145.20706
1809301,103.592445
1810011,126.00486
1810021,123.62257
1810031,126.01816
1810041,131.44748
1810051,144.97104
1810061,138.84619
1810071,99.595764
1810081,128.57553
1810091,131.3197
1810101,136.72186
1810111,143.37016
1810121,144.03584
1810131,137.3212
1810141,103.64065
1810151,138.55751
1810161,140.98447
1810171,141.29272
1810181,123.075455
1810191,125.90485
1810201,137.73553
1810211,98.38417
1810221,120.63606
1810231,128.4378
1810241,119.743195
1810251,122.05246
1810261,128.8345
1810271,129.93344
1810281,103.64491
1810291,120.39491
1810301,121.91261
1811011,117.48137
1811021,120.96915
1811031,130.5135
1811041,106.72042
1811051,115.21402
1811061,114.20733
1811071,116.449875
1811081,116.49478
1811091,118.28952
1811101,130.66309
1811111,99.90799
1811121,114.485855
1811131,115.096405
1811141,114.69266
1811151,116.72052
1811161,119.18207
1811171,130.52011
1811181,115.89287
1811191,116.19643
1811201,115.95735
1811211,115.370155
1811221,115.33624
1811231,115.7342
1811241,120.505356
1811251,99.11392
1811261,115.24083
1811271,115.34303
1811281,116.49605
1811291,129.84564
1811301,121.74335
1812011,119.96208
1812021,100.50342
1812031,111.48003
1812041,112.30202
1812051,111.57853
1812061,111.72926
1812071,115.63492
1812081,119.17744
1812091,116.71159
1812101,111.89939
1812111,111.55795
1812121,112.25287
1812131,112.22408
1812141,114.311386
1812151,116.9314
1812161,88.424736
1812171,110.35886
1812181,111.62395
1812191,112.4555
1812201,112.27098
1812211,115.83864
1812221,119.10539
1812231,92.75954
1812241,112.82005
1812271,117.54436
1812281,138.2439
1812291,153.60437
1812301,103.61511
1812311,174.72308
1901021,116.430786
1901031,117.5943
1901041,113.9312
1901051,117.11766
1901061,89.70178
1901071,115.65457
1901081,114.988785
1901091,116.12506
1901101,117.56203
1901111,113.91707
1901121,117.841675
1901131,84.226456
1901141,117.19565
1901151,113.73537
1901161,114.11215
1901171,115.88617
1901181,119.33514
1901191,117.3836
1901201,85.5105
1901211,116.23842
1901221,119.08551
1901231,120.96024
1901241,120.96594
1901251,122.28585
1901261,119.5555
1901271,90.983025
1901281,117.70244
1901291,117.65738
1901301,118.94443
1901311,121.39926
1902011,119.906876
1902021,120.6026
1902031,90.433525
1902041,116.68159
1902051,117.46156
1902061,118.03263
1902071,117.23195
1902081,117.179245
1902091,119.47356
1902101,90.28302
1902111,118.14662
1902121,118.23956
1902131,117.30205
1902141,118.153946
1902151,119.73108
1902161,119.75668
1902171,84.73161
1902181,117.32155
1902191,117.85663
1902201,118.22209
1902211,119.22398
1902221,120.963974
1902231,119.774376
1902241,86.07701
1902251,117.45277
1902261,117.97264
1902271,117.81492
1902281,122.07183
1903011,119.57654
1903021,120.526375
1903031,82.67231
1903041,117.06136
1903051,117.85297
1903061,119.151535
1903071,117.80899
1903081,121.31064
1903091,123.17004
1903101,91.07056
1903111,118.09786
1903121,119.92074
1903131,121.6602
1903141,122.62709
1903151,123.638214
1903161,125.25461
1903171,96.30304
1903181,121.88838
1903191,121.3631
1903211,124.37942
1903221,124.32144
1903231,130.15938
1903241,98.24759
1903251,124.317635
1903261,125.82335
1903271,125.38199
1903281,124.7135
1903291,124.887955
1903301,131.85745
1903311,97.02637
1904011,125.82695
1904021,128.06454
1904041,121.37015
1904051,128.73965
1904061,123.791
1904071,87.304886
1904081,123.04146
1904091,122.346985
1904101,121.7881
1904111,124.02646
1904121,123.98523
1904131,127.60898
1904141,97.26242
1904151,122.40182
1904161,121.52087
1904171,122.35538
1904181,122.21338
1904201,125.78799
1904211,85.28577
1904221,122.05385
1904231,121.96219
1904241,127.721695
1904251,126.12781
1904261,126.07593
1904271,142.3475
1904281,93.7056
1904291,124.97924
1904301,131.59251
1905021,123.76198
1905031,124.8623
1905041,129.69215
1905051,88.83229
1905061,123.30329
1905071,123.22826
1905081,123.951294
1905091,123.492874
1905101,125.892654
1905111,126.42414
1905121,94.241356
1905131,125.57042
1905141,125.34605
1905151,126.73642
1905161,125.66809
1905171,127.09874
1905181,141.26114
1905191,97.6673
1905201,132.39816
1905211,126.79338
1905221,127.88289
1905231,134.30225
1905241,139.59451
1905251,139.88937
1905261,99.1338
1905271,129.67937
1905281,133.10753
1905291,129.92899
1905301,134.1172
1905311,140.16711
1906011,139.6771
1906021,88.91997
1906031,138.1369
1906041,126.72674
1906051,131.7732
1906061,130.46661
1906071,136.16417
1906081,137.60577
1906091,94.552765
1906101,131.296
1906111,126.30206
1906121,128.38814
1906131,139.56256
1906141,138.9282
1906151,139.82413
1906161,104.58919
1906171,138.70587
1906181,133.08008
1906191,145.69827
1906201,139.01036
1906211,143.39005
1906221,134.74527
1906231,97.32608
1906241,152.06128
1906251,152.04013
1906261,145.48944
1906271,144.48424
1906281,146.06807
1906291,121.25571
1906301,101.68468
1907011,141.69485
1907021,140.51944
1907031,145.9873
1907041,142.77731
1907051,145.84203
1907061,146.84464
1907071,127.93771
1907081,146.44423
1907091,150.36894
1907111,151.70375
1907121,153.21414
1907131,156.02861
1907141,135.21442
1907151,149.20499
1907161,153.71622
1907171,150.97504
1907181,156.85394
1907191,157.33278
1907201,155.31831
1907211,144.99799
1907221,149.32112
1907231,154.36792
1907241,155.483
1907251,160.67262
1907261,158.8227
1907271,158.21863
1907281,128.50232
1907291,157.60028
1907301,152.94373
1808012,565.911
1808022,574.6602
1808032,580.63116
1808042,618.0394
1808052,588.63245
1808062,539.7499
1808072,498.99112
1808082,528.57025
1808092,561.45026
1808102,551.00604
1808112,588.8986
1808122,660.49536
1808132,521.3119
1808142,541.9831
1808152,529.691
1808162,509.00937
1808172,546.89215
1808182,637.35455
1808192,670.19086
1808202,467.7518
1808212,451.91245
1808222,450.25476
1808232,417.59512
1808242,454.73196
1808252,502.07034
1808262,542.58453
1808272,403.40262
1808282,393.74988
1808292,368.36478
1808302,396.1634
1808312,373.73135
1809012,460.20844
1809022,493.28497
1809032,384.93723
1809042,368.2181
1809052,361.08005
1809062,361.90128
1809072,370.72482
1809082,431.83804
1809092,465.2889
1809102,348.55716
1809112,332.84842
1809122,327.6636
1809132,321.75003
1809142,351.37338
1809152,426.7466
1809162,474.61206
1809172,317.96283
1809182,317.38785
1809192,319.1108
1809202,321.58224
1809212,334.5145
1809222,402.00836
1809232,487.80026
1809242,296.73453
1809252,294.0186
1809262,322.41553
1809272,308.88815
1809282,304.66107
1809292,416.22604
1809302,504.2398
1810012,339.4536
1810022,328.22037
1810032,329.16077
1810042,341.32584
1810052,380.39944
1810062,434.33893
1810072,456.53955
1810082,343.66458
1810092,346.10983
1810102,350.17795
1810112,362.18066
1810122,382.80563
1810132,419.44125
1810142,470.37265
1810152,356.81046
1810162,355.75018
1810172,348.02792
1810182,283.68
1810192,283.93314
1810202,400.6795
1810212,466.2098
1810222,274.69104
1810232,322.60287
1810242,267.70456
1810252,282.17905
1810262,301.3292
1810272,351.68582
1810282,418.75476
1810292,256.4767
1810302,268.048
1811012,259.37048
1811022,276.41782
1811032,380.83517
1811042,425.68103
1811052,248.96355
1811062,230.60367
1811072,247.52757
1811082,254.59961
1811092,256.3119
1811102,344.69144
1811112,455.65826
1811122,228.51556
1811132,242.83899
1811142,236.71434
1811152,254.30466
1811162,258.57315
1811172,308.73157
1811182,417.189
1811192,244.92918
1811202,241.79431
1811212,227.70789
1811222,229.65787
1811232,232.33676
1811242,259.0709
1811252,420.59634
1811262,236.86514
1811272,218.61404
1811282,229.46979
1811292,273.3262
1811302,269.6154
1812012,266.46606
1812022,423.42212
1812032,220.48698
1812042,218.19858
1812052,209.7983
1812062,219.31743
1812072,249.87965
1812082,271.47418
1812092,420.0463
1812102,216.44362
1812112,209.11644
1812122,216.62447
1812132,215.26804
1812142,225.4656
1812152,247.85095
1812162,375.01926
1812172,197.53285
1812182,212.37273
1812192,215.40607
1812202,218.8833
1812212,247.77252
1812222,269.22968
1812232,458.8607
1812242,220.74239
1812272,260.95474
1812282,341.2108
1812292,665.6562
1812302,514.02606
1812312,528.43286
1901022,247.46704
1901032,233.1849
1901042,263.3529
1901052,300.32056
1901062,356.0842
1901072,239.28801
1901082,244.10657
1901092,241.1442
1901102,237.25264
1901112,265.74954
1901122,285.28232
1901132,410.5068
1901142,224.98851
1901152,250.91127
1901162,255.75558
1901172,253.91824
1901182,251.2771
1901192,284.43262
1901202,372.64615
1901212,227.13513
1901222,229.07129
1901232,226.8588
1901242,227.03436
1901252,240.24612
1901262,275.08734
1901272,366.8489
1901282,227.35638
1901292,236.50954
1901302,245.6084
1901312,244.15784
1902012,242.42526
1902022,269.17307
1902032,381.18317
1902042,232.38333
1902052,239.73251
1902062,243.41592
1902072,252.33711
1902082,261.8226
1902092,295.26007
1902102,396.09766
1902112,233.52954
1902122,241.73886
1902132,251.55444
1902142,259.50266
1902152,276.69727
1902162,338.13846
1902172,423.41452
1902182,257.7557
1902192,254.6723
1902202,255.65569
1902212,262.07477
1902222,260.68408
1902232,293.16495
1902242,432.0034
1902252,255.27481
1902262,263.84692
1902272,274.7467
1902282,267.97397
1903012,254.52617
1903022,300.65897
1903032,458.27863
1903042,250.68803
1903052,255.18965
1903062,250.27399
1903072,270.46942
